country	group	value	ranking	name
DNK	Sound Localization	0.1037475	3	Metal & machinery trades workers
DNK	Sound Localization	0.1017474	4	Electrical & electronic trades workers
EST	Sound Localization	0.1171545	2	Protective services workers
ESP	Sound Localization	0.1171545	2	Protective services workers
ESP	Sound Localization	0.1037475	3	Metal & machinery trades workers
ESP	Sound Localization	0.1017474	4	Electrical & electronic trades workers
FIN	Sound Localization	0.1171545	2	Protective services workers
FIN	Sound Localization	0.1037475	3	Metal & machinery trades workers
FRA	Sound Localization	0.1037475	2	Metal & machinery trades workers
FRA	Sound Localization	0.1017474	3	Electrical & electronic trades workers
IRL	Sound Localization	0.1171545	2	Protective services workers
IRL	Sound Localization	0.1017474	3	Electrical & electronic trades workers
ITA	Sound Localization	0.1037475	2	Metal & machinery trades workers
LTU	Sound Localization	0.1037475	2	Metal & machinery trades workers
LUX	Sound Localization	0.1037475	2	Metal & machinery trades workers
NLD	Sound Localization	0.1171545	2	Protective services workers
NLD	Sound Localization	0.1037475	3	Metal & machinery trades workers
NLD	Sound Localization	0.1017474	4	Electrical & electronic trades workers
NOR	Sound Localization	0.1171545	2	Protective services workers
NOR	Sound Localization	0.1017474	3	Electrical & electronic trades workers
POL	Sound Localization	0.1037475	2	Metal & machinery trades workers
PRT	Sound Localization	0.1171545	2	Protective services workers
PRT	Sound Localization	0.1037475	3	Metal & machinery trades workers
PRT	Sound Localization	0.1017474	4	Electrical & electronic trades workers
SWE	Sound Localization	0.1171545	2	Protective services workers
SWE	Sound Localization	0.1037475	3	Metal & machinery trades workers
SVN	Sound Localization	0.1171545	2	Protective services workers
SVN	Sound Localization	0.1037475	3	Metal & machinery trades workers
SVN	Sound Localization	0.1017474	4	Electrical & electronic trades workers
SVK	Sound Localization	0.1171545	2	Protective services workers
SVK	Sound Localization	0.1037475	3	Metal & machinery trades workers
SVK	Sound Localization	0.1017474	4	Electrical & electronic trades workers
ZAF	Sound Localization	0.1037475	2	Metal & machinery trades workers
ZAF	Sound Localization	0.1017474	3	Electrical & electronic trades workers
HUN	Sound Localization	0.0956429	1	"Skilled agricultural, forestry & fishery workers"
LVA	Sound Localization	0.0956429	1	"Skilled agricultural, forestry & fishery workers"
AUT	Spatial Abilities	0.2441626	1	Drivers & mobile plant operators
BEL	Spatial Abilities	0.2235916	1	Building trades workers (excl. electricians)
BGR	Spatial Abilities	0.2341361	1	Electrical & electronic trades workers
CHE	Spatial Abilities	0.2441626	1	Drivers & mobile plant operators
CYP	Spatial Abilities	0.2441626	1	Drivers & mobile plant operators
CZE	Spatial Abilities	0.2441626	1	Drivers & mobile plant operators
DEU	Spatial Abilities	0.2441626	1	Drivers & mobile plant operators
DNK	Spatial Abilities	0.2441626	1	Drivers & mobile plant operators
EST	Spatial Abilities	0.2441626	1	Drivers & mobile plant operators
GRC	Spatial Abilities	0.2441626	1	Drivers & mobile plant operators
ESP	Spatial Abilities	0.2441626	1	Drivers & mobile plant operators
FIN	Spatial Abilities	0.2441626	1	Drivers & mobile plant operators
FRA	Spatial Abilities	0.2341361	1	Electrical & electronic trades workers
HUN	Spatial Abilities	0.2235916	1	Building trades workers (excl. electricians)
IRL	Spatial Abilities	0.2441626	1	Drivers & mobile plant operators
ISL	Spatial Abilities	0.2341361	1	Electrical & electronic trades workers
ITA	Spatial Abilities	0.2441626	1	Drivers & mobile plant operators
LTU	Spatial Abilities	0.2341361	1	Electrical & electronic trades workers
LUX	Spatial Abilities	0.2441626	1	Drivers & mobile plant operators
LVA	Spatial Abilities	0.2235916	1	Building trades workers (excl. electricians)
NLD	Spatial Abilities	0.2441626	1	Drivers & mobile plant operators
NOR	Spatial Abilities	0.2441626	1	Drivers & mobile plant operators
POL	Spatial Abilities	0.2341361	1	Electrical & electronic trades workers
PRT	Spatial Abilities	0.2441626	1	Drivers & mobile plant operators
ROU	Spatial Abilities	0.2235916	1	Building trades workers (excl. electricians)
SWE	Spatial Abilities	0.2441626	1	Drivers & mobile plant operators
SVN	Spatial Abilities	0.2441626	1	Drivers & mobile plant operators
SVK	Spatial Abilities	0.2441626	1	Drivers & mobile plant operators
GBR	Spatial Abilities	0.2235916	1	Building trades workers (excl. electricians)
ZAF	Spatial Abilities	0.2441626	1	Drivers & mobile plant operators
AUT	Spatial Abilities	0.2341361	2	Electrical & electronic trades workers
AUT	Spatial Abilities	0.2235916	3	Building trades workers (excl. electricians)
AUT	Spatial Abilities	0.1886888	4	Assemblers
AUT	Spatial Abilities	0.1845246	5	"Skilled agricultural, forestry & fishery workers"
BEL	Spatial Abilities	0.2176636	2	Metal & machinery trades workers
BEL	Spatial Abilities	0.1886888	3	Assemblers
BEL	Spatial Abilities	0.1691865	4	Handicraft & printing workers
BEL	Spatial Abilities	0.1679247	5	Protective services workers
BGR	Spatial Abilities	0.2235916	2	Building trades workers (excl. electricians)
BGR	Spatial Abilities	0.1845246	3	"Skilled agricultural, forestry & fishery workers"
BGR	Spatial Abilities	0.1691865	4	Handicraft & printing workers
BGR	Spatial Abilities	0.1679247	5	Protective services workers
CHE	Spatial Abilities	0.2235916	2	Building trades workers (excl. electricians)
CHE	Spatial Abilities	0.2176636	3	Metal & machinery trades workers
CHE	Spatial Abilities	0.1893538	4	Science & engineering associate professionals
CHE	Spatial Abilities	0.1679247	5	Protective services workers
CYP	Spatial Abilities	0.2341361	2	Electrical & electronic trades workers
CYP	Spatial Abilities	0.2235916	3	Building trades workers (excl. electricians)
CYP	Spatial Abilities	0.2176636	4	Metal & machinery trades workers
CYP	Spatial Abilities	0.1893538	5	Science & engineering associate professionals
CZE	Spatial Abilities	0.2235916	2	Building trades workers (excl. electricians)
CZE	Spatial Abilities	0.2045871	3	Science & engineering professionals
CZE	Spatial Abilities	0.1886888	4	Assemblers
CZE	Spatial Abilities	0.1845246	5	"Skilled agricultural, forestry & fishery workers"
DEU	Spatial Abilities	0.2235916	2	Building trades workers (excl. electricians)
DEU	Spatial Abilities	0.1886888	3	Assemblers
DEU	Spatial Abilities	0.1845246	4	"Skilled agricultural, forestry & fishery workers"
DEU	Spatial Abilities	0.1691865	5	Handicraft & printing workers
DNK	Spatial Abilities	0.2341361	2	Electrical & electronic trades workers
DNK	Spatial Abilities	0.2235916	3	Building trades workers (excl. electricians)
DNK	Spatial Abilities	0.2176636	4	Metal & machinery trades workers
DNK	Spatial Abilities	0.2045871	5	Science & engineering professionals
EST	Spatial Abilities	0.2235916	2	Building trades workers (excl. electricians)
EST	Spatial Abilities	0.1893538	3	Science & engineering associate professionals
EST	Spatial Abilities	0.1886888	4	Assemblers
EST	Spatial Abilities	0.1845246	5	"Skilled agricultural, forestry & fishery workers"
GRC	Spatial Abilities	0.2341361	2	Electrical & electronic trades workers
GRC	Spatial Abilities	0.2235916	3	Building trades workers (excl. electricians)
GRC	Spatial Abilities	0.2176636	4	Metal & machinery trades workers
GRC	Spatial Abilities	0.1893538	5	Science & engineering associate professionals
ESP	Spatial Abilities	0.2341361	2	Electrical & electronic trades workers
ESP	Spatial Abilities	0.2176636	3	Metal & machinery trades workers
ESP	Spatial Abilities	0.2045871	4	Science & engineering professionals
ESP	Spatial Abilities	0.1886888	5	Assemblers
FIN	Spatial Abilities	0.2235916	2	Building trades workers (excl. electricians)
FIN	Spatial Abilities	0.2176636	3	Metal & machinery trades workers
FIN	Spatial Abilities	0.1886888	4	Assemblers
FIN	Spatial Abilities	0.1845246	5	"Skilled agricultural, forestry & fishery workers"
FRA	Spatial Abilities	0.2176636	2	Metal & machinery trades workers
FRA	Spatial Abilities	0.2045871	3	Science & engineering professionals
FRA	Spatial Abilities	0.1893538	4	Science & engineering associate professionals
FRA	Spatial Abilities	0.1886888	5	Assemblers
HUN	Spatial Abilities	0.2045871	2	Science & engineering professionals
HUN	Spatial Abilities	0.1893538	3	Science & engineering associate professionals
HUN	Spatial Abilities	0.1886888	4	Assemblers
HUN	Spatial Abilities	0.1845246	5	"Skilled agricultural, forestry & fishery workers"
IRL	Spatial Abilities	0.2341361	2	Electrical & electronic trades workers
IRL	Spatial Abilities	0.2235916	3	Building trades workers (excl. electricians)
IRL	Spatial Abilities	0.1893538	4	Science & engineering associate professionals
IRL	Spatial Abilities	0.1886888	5	Assemblers
ISL	Spatial Abilities	0.2235916	2	Building trades workers (excl. electricians)
ISL	Spatial Abilities	0.2176636	3	Metal & machinery trades workers
ISL	Spatial Abilities	0.2045871	4	Science & engineering professionals
ISL	Spatial Abilities	0.1893538	5	Science & engineering associate professionals
ITA	Spatial Abilities	0.2176636	2	Metal & machinery trades workers
ITA	Spatial Abilities	0.2045871	3	Science & engineering professionals
ITA	Spatial Abilities	0.1893538	4	Science & engineering associate professionals
ITA	Spatial Abilities	0.1886888	5	Assemblers
LTU	Spatial Abilities	0.2235916	2	Building trades workers (excl. electricians)
LTU	Spatial Abilities	0.2045871	3	Science & engineering professionals
LTU	Spatial Abilities	0.1893538	4	Science & engineering associate professionals
LTU	Spatial Abilities	0.1886888	5	Assemblers
LUX	Spatial Abilities	0.2235916	2	Building trades workers (excl. electricians)
LUX	Spatial Abilities	0.2176636	3	Metal & machinery trades workers
LUX	Spatial Abilities	0.1893538	4	Science & engineering associate professionals
LUX	Spatial Abilities	0.1845246	5	"Skilled agricultural, forestry & fishery workers"
LVA	Spatial Abilities	0.1845246	2	"Skilled agricultural, forestry & fishery workers"
LVA	Spatial Abilities	0.1567097	3	Food processing & craft trades workers
LVA	Spatial Abilities	0.1556651	4	Street sales and service & refuse workers
LVA	Spatial Abilities	0.1526832	5	Stationary plant & machine operators
NLD	Spatial Abilities	0.2341361	2	Electrical & electronic trades workers
NLD	Spatial Abilities	0.2235916	3	Building trades workers (excl. electricians)
NLD	Spatial Abilities	0.2176636	4	Metal & machinery trades workers
NLD	Spatial Abilities	0.1893538	5	Science & engineering associate professionals
NOR	Spatial Abilities	0.2341361	2	Electrical & electronic trades workers
NOR	Spatial Abilities	0.2235916	3	Building trades workers (excl. electricians)
NOR	Spatial Abilities	0.1845246	4	"Skilled agricultural, forestry & fishery workers"
NOR	Spatial Abilities	0.1691865	5	Handicraft & printing workers
POL	Spatial Abilities	0.2045871	2	Science & engineering professionals
POL	Spatial Abilities	0.1893538	3	Science & engineering associate professionals
POL	Spatial Abilities	0.1886888	4	Assemblers
POL	Spatial Abilities	0.1845246	5	"Skilled agricultural, forestry & fishery workers"
PRT	Spatial Abilities	0.2341361	2	Electrical & electronic trades workers
PRT	Spatial Abilities	0.2176636	3	Metal & machinery trades workers
PRT	Spatial Abilities	0.1893538	4	Science & engineering associate professionals
PRT	Spatial Abilities	0.1845246	5	"Skilled agricultural, forestry & fishery workers"
ROU	Spatial Abilities	0.1893538	2	Science & engineering associate professionals
ROU	Spatial Abilities	0.1886888	3	Assemblers
ROU	Spatial Abilities	0.1845246	4	"Skilled agricultural, forestry & fishery workers"
ROU	Spatial Abilities	0.1679247	5	Protective services workers
SWE	Spatial Abilities	0.2235916	2	Building trades workers (excl. electricians)
SWE	Spatial Abilities	0.2176636	3	Metal & machinery trades workers
SWE	Spatial Abilities	0.2045871	4	Science & engineering professionals
SWE	Spatial Abilities	0.1893538	5	Science & engineering associate professionals
SVN	Spatial Abilities	0.2341361	2	Electrical & electronic trades workers
SVN	Spatial Abilities	0.2235916	3	Building trades workers (excl. electricians)
SVN	Spatial Abilities	0.2176636	4	Metal & machinery trades workers
SVN	Spatial Abilities	0.1886888	5	Assemblers
SVK	Spatial Abilities	0.2341361	2	Electrical & electronic trades workers
SVK	Spatial Abilities	0.2176636	3	Metal & machinery trades workers
SVK	Spatial Abilities	0.2045871	4	Science & engineering professionals
SVK	Spatial Abilities	0.1893538	5	Science & engineering associate professionals
GBR	Spatial Abilities	0.2045871	2	Science & engineering professionals
GBR	Spatial Abilities	0.1893538	3	Science & engineering associate professionals
GBR	Spatial Abilities	0.1886888	4	Assemblers
GBR	Spatial Abilities	0.1845246	5	"Skilled agricultural, forestry & fishery workers"
ZAF	Spatial Abilities	0.2341361	2	Electrical & electronic trades workers
ZAF	Spatial Abilities	0.2235916	3	Building trades workers (excl. electricians)
ZAF	Spatial Abilities	0.2176636	4	Metal & machinery trades workers
ZAF	Spatial Abilities	0.2045871	5	Science & engineering professionals
AUT	Spatial Orientation	0.2672757	1	Drivers & mobile plant operators
BEL	Spatial Orientation	0.1439302	1	Protective services workers
BGR	Spatial Orientation	0.1439302	1	Protective services workers
CHE	Spatial Orientation	0.2672757	1	Drivers & mobile plant operators
CYP	Spatial Orientation	0.2672757	1	Drivers & mobile plant operators
CZE	Spatial Orientation	0.2672757	1	Drivers & mobile plant operators
DEU	Spatial Orientation	0.2672757	1	Drivers & mobile plant operators
DNK	Spatial Orientation	0.2672757	1	Drivers & mobile plant operators
EST	Spatial Orientation	0.2672757	1	Drivers & mobile plant operators
GRC	Spatial Orientation	0.2672757	1	Drivers & mobile plant operators
ESP	Spatial Orientation	0.1371101	1	"Skilled agricultural, forestry & fishery workers"
